ImageUrl,Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
https://rukminim1.flixcart.com/image/312/312/mobile/z/q/y/vivo-v5-v5-original-imaeznchtf7nsn3r.jpeg?q=70,"Vivo V5 (Crown gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 20MP Front Camera,3000 mAh Battery,MediaTek MT6750 64-bit Octa Core 1.5GHz Processor,"17,980"
https://rukminim1.flixcart.com/image/312/312/mobile/x/d/y/asus-zenfone-selfie-zd551kl-zd551kl-6j210ww-original-imaebpvwhwajrmrt.jpeg?q=70,"Asus Zenfone Selfie (Silver, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,"14,999"
https://rukminim1.flixcart.com/image/312/312/j70sccw0/mobile/p/9/s/honor-6x-bln-l22-original-imaexdy3wz6adfvh.jpeg?q=70,"Honor 6X (Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 2MP | 8MP Front Camera,3340 mAh Battery,Kirin 655 Processor,"13,999"
https://rukminim1.flixcart.com/image/312/312/mobile/w/c/y/asus-pf400cg-original-imae2y3ksnf4pqdm.jpeg?q=70,"Asus Padfone Mini (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,8MP Rear Camera | 2MP Front Camera,1200 mAh Lithium Battery,Intel Atom Z2560 Processor,"12,999"
https://rukminim1.flixcart.com/image/312/312/jhkvgy80/mobile/u/x/s/nokia-6-1-na-original-imaf5g8suxh3qf6k.jpeg?q=70,"Nokia 6.1 (Iron, White, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera,3000 mAh Battery,Qualcomm Snapdragon 630 Processor,"10,900"
https://rukminim1.flixcart.com/image/312/312/jr0y9ow0/mobile/w/z/e/honor-8x-jsn-l42-original-imafchtytwcpakgv.jpeg?q=70,"Honor 8X (Red, 64 GB)",4 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,20MP Rear Camera,3750 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"13,399"
https://rukminim1.flixcart.com/image/312/312/jpr86fk0/mobile-refurbished/k/8/f/3-1-32-d-1070-nokia-3-original-imafbtsnfjgszzzx.jpeg?q=70,"Nokia 3.1 (White, 32 GB)",3 GB RAM | 32 GB ROM |,13.21 cm (5.2 inch) Display,13MP Rear Camera,2990 mAh Battery,1 Year Warranty,"9,899"
https://rukminim1.flixcart.com/image/312/312/j7gi6q80/mobile/2/s/8/motorola-moto-g5s-na-original-imaexgh8yrd2z7u8.jpeg?q=70,"Motorola G5s (Fine Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 430 Processor,"8,999"
https://rukminim1.flixcart.com/image/312/312/jklgxow0/mobile/u/z/v/samsung-galaxy-note-9-sm-n960fzkdins-original-imaf7xa3yrdddcyj.jpeg?q=70,"Samsung Galaxy Note 9 (Midnight Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"49,500"
https://rukminim1.flixcart.com/image/312/312/jzhb24w0pkrrdj/mobile-refurbished/c/c/f/galaxy-m40-128-d-m40-samsung-6-original-imafg6vph4j6fazf.jpeg?q=70,"Samsung Galaxy M40 (Seawater Blue, 128 GB)",6 GB RAM | 128 GB ROM |,16.0 cm (6.3 inch) Display,32MP Rear Camera,3500 mAh Battery,1 Year Warranty,"18,550"
https://rukminim1.flixcart.com/image/312/312/jtq47m80/mobile/x/h/e/samsung-galaxy-m20-m20-original-imafez5tv5vrhnyq.jpeg?q=70,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 MB,16.0 cm (6.3 inch) Full HD+ Display,5MP Rear Camera | 8MP + 8MP Dual Front Camera,5000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"11,806"
https://rukminim1.flixcart.com/image/312/312/jmgmmq80/mobile/x/f/z/samsung-galaxy-a7-sm-a750fzbhins-original-imaf9d35cv5anzqw.jpeg?q=70,"Samsung Galaxy A7 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) Full HD+ Display,24MP + 5MP + 8MP | 24MP Front Camera,3300 mAh Lithium-ion Battery,Samsung Exynos Octa Core Processor (2.2 GHz) Processor,"17,990"
https://rukminim1.flixcart.com/image/312/312/j1nvwcw0/mobile/q/w/v/samsung-galaxy-s8-plus-sm-g955f-original-imaet6mkffszygpy.jpeg?q=70,"Samsung Galaxy S8 Plus (Midnight Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,"53,990"
https://rukminim1.flixcart.com/image/312/312/jm0wscw0/mobile-refurbished/d/m/x/7c-32-c-lnd-al30-v100r001-honor-3-original-imaf7zxqgstjwjss.jpeg?q=70,"Honor 7C (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,"10,500"
https://rukminim1.flixcart.com/image/312/312/mobile/y/j/r/asus-zenfone-4-a450cg-original-imadz87x7agk2ghh.jpeg?q=70,"Asus Zenfone 4 (Red, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,8MP Rear Camera | 0.3MP Front Camera,1750 mAh Lithium Battery,Intel Atom Z2520 Processor with Intel Hyper Threading Technology Processor,"7,499"
https://rukminim1.flixcart.com/image/312/312/mobile/n/y/w/asus-zenfone-4-a450cg-original-imadz87xvaz5fyrs.jpeg?q=70,"Asus Zenfone 4 (Yellow, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,8MP Rear Camera | 0.3MP Front Camera,1750 mAh Lithium Battery,Intel Atom Z2520 Processor with Intel Hyper Threading Technology Processor,"7,499"
https://rukminim1.flixcart.com/image/312/312/j3lwh3k0/mobile/2/m/j/motorola-moto-z2-play-xt1710-10-original-imaeup4w2fjyhvzj.jpeg?q=70,"Motorola Z2 Play (Lunar Gray, 64 GB)",4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Full HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 626 Octa Core 2.2GHz Processor,"19,990"
https://rukminim1.flixcart.com/image/312/312/jqv8ia80/mobile/d/n/y/lenovo-k8-note-xt-1902-3-original-imafcsgm7vfzwggj.jpeg?q=70,"Lenovo K8 Note (Fine Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP + 5MP | 13MP Front Camera,4000 mAh Battery,MTK X23 Processor,"8,899"
https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,"Motorola M (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3050 mAh Li-Polymer Battery,MediaTek Helio P15 64-bit Octa Core 2.2GHz Processor,"9,490"
https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,"Motorola M (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3050 mAh Li-Polymer Battery,MediaTek Helio P15 64-bit Octa Core 2.2GHz Processor,"7,999"
https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,"Motorola M (Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3050 mAh Li-Polymer Battery,Mediatek Helio P15 64-bit Octa Core 2.2GHz Processor,"9,999"
https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,"Motorola Z2 Play (Fine Gold, 64 GB)",4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Full HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 626 Octa Core 2.2GHz Processor,"20,990"
https://rukminim1.flixcart.com/image/312/312/ji4vmvk0/mobile/y/m/g/nokia-6-1-na-original-imaf5zvb9x4f4kjb.jpeg?q=70,"Nokia 6.1 (Gold, Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera,3000 mAh Battery,Qualcomm Snapdragon 630 Processor,"18,300"
https://rukminim1.flixcart.com/image/312/312/jhkvgy80/mobile/u/x/s/nokia-6-1-na-original-imaf5g8suxh3qf6k.jpeg?q=70,"Nokia 6.1 (White, Iron, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera,3000 mAh Battery,Qualcomm Snapdragon 630 Processor,"10,999"
https://rukminim1.flixcart.com/image/312/312/mobile/p/x/x/motorola-moto-m-xt1663-original-imaep562bebk6hhg.jpeg?q=70,"Motorola M (Silver, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3050 mAh Li-Polymer Battery,MediaTek Helio P15 64-bit Processor,"9,000"
https://rukminim1.flixcart.com/image/312/312/jnrs5u80/mobile/8/e/u/motorola-moto-e5-plus-xt1924-3-original-imaf9f33txbqraqx.jpeg?q=70,"Motorola E5 Plus (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.24 cm (6 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 430 Processor,"9,999"
https://rukminim1.flixcart.com/image/312/312/jmgmmq80/mobile/6/p/7/samsung-galaxy-a7-sm-a750fzddins-original-imaf9d35yrmzjvn5.jpeg?q=70,"Samsung Galaxy A7 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) Full HD+ Display,24MP + 5MP + 8MP | 24MP Front Camera,3300 mAh Lithium-ion Battery,Samsung Exynos Octa Core Processor (2.2 GHz) Processor,"19,999"
https://rukminim1.flixcart.com/image/312/312/jsuoivk0/screen-guard/screen-guard/w/c/p/mobivilla-451-original-imafatbn96jgzwkp.jpeg?q=70,"Vivo V9 Pro (Black, 64 GB)",6 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Full HD+ Display,13MP + 2MP | 16MP Front Camera,3260 mAh Battery,Qualcomm Snapdragon 660AIE 1.95 GHz Octa-core Processor,"20,136"
https://rukminim1.flixcart.com/image/312/312/j752nww0/mobile/4/d/t/lenovo-k8-pa8b0025in-original-imaexgywpsmwwvfy.jpeg?q=70,"Lenovo K8 (Venom Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,MTK P20 Processor,"7,600"
https://rukminim1.flixcart.com/image/312/312/jiulk7k0/mobile/f/m/z/samsung-a6-sm-a600gzdhins-original-imaf6juemetkdeua.jpeg?q=70,"Samsung Galaxy A6 (Gold, 32 GB)",4 GB RAM | 32 GB ROM |,14.22 cm (5.6 inch) Display,16MP Rear Camera,3000 mAh Battery,1,"16,990"
https://rukminim1.flixcart.com/image/312/312/j76i3rk0/mobile/s/d/g/oppo-a71-cph1717-original-imaexhdzybpj3bqq.jpeg?q=70,"OPPO A71 (Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Lithium Battery,Mediatek MT6750 Octa Core 1.5 GHz Processor,"10,899"
https://rukminim1.flixcart.com/image/312/312/mobile/z/2/j/lenovo-k3-note-na-original-imae8hstkr6sbtgt.jpeg?q=70,"Lenovo K3 Note (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,"5,999"
https://rukminim1.flixcart.com/image/312/312/jnm2efk0/mobile/g/m/k/vivo-y81-1803-original-imafa9cgcycudg7u.jpeg?q=70,"Vivo Y81 (Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3260 mAh Battery,MT6762 (Helio P22) Processor,"13,999"
https://rukminim1.flixcart.com/image/312/312/js98x3k0/mobile/c/z/a/vivo-y83-pro-1726-pd1803f-ex-original-imafdv9pyjgzpwnp.jpeg?q=70,"Vivo Y83 Pro (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,3260 mAh Li-ion Battery,Mediatek Helio P22 Processor,"11,190"
https://rukminim1.flixcart.com/image/312/312/jgb5dow0/mobile/x/r/h/vivo-y71-1724-original-imaf48j5gmwpynym.jpeg?q=70,"Vivo Y71 (Matte Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3360 mAh Li-ion Battery,Qualcomm Snapdragon 425 Processor,"8,990"
https://rukminim1.flixcart.com/image/312/312/jgb5dow0/mobile/z/u/a/vivo-y71-1724-original-imaf48j5egtnzevm.jpeg?q=70,"Vivo Y71 (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3360 mAh Li-ion Battery,Qualcomm Snapdragon 425 Processor,"11,999"
https://rukminim1.flixcart.com/image/312/312/jbpeavk0/mobile/f/f/n/samsung-galaxy-note-8-sm-n950f-original-imafy3r926hhgzy8.jpeg?q=70,"Samsung Galaxy Note 8 (Midnight Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3300 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase.,"59,900"
https://rukminim1.flixcart.com/image/312/312/mobile/g/4/7/lenovo-k5-note-pa330010in-original-imaekyazjhfqveze.jpeg?q=70,"Lenovo Vibe K5 Note (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,"9,999"
https://rukminim1.flixcart.com/image/312/312/jhf5pjk0/mobile/a/m/k/motorola-moto-g6-play-na-original-imaf5gfcsfbnzztm.jpeg?q=70,"Motorola G6 Play (Fine Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,"9,199"
https://rukminim1.flixcart.com/image/312/312/jcw9ifk0/mobile/a/3/g/honor-7x-bnd-al10-original-imaffrt4pbnh6hbf.jpeg?q=70,"Honor 7X (Blue, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.06 cm (5.93 inch) Full HD+ Display,16MP + 2MP | 8MP Front Camera,3340 mAH Lithium-polymer Battery,Kirin 659 Processor,"12,722"
https://rukminim1.flixcart.com/image/312/312/jlcmavk0/mobile/u/e/g/honor-7x-bnd-al10-original-imaf6m2bvejkzrbe.jpeg?q=70,"Honor 7X (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.06 cm (5.93 inch) Full HD+ Display,16MP + 2MP | 8MP Front Camera,3340 mAH Battery,Kirin 659 Processor,"14,000"
https://rukminim1.flixcart.com/image/312/312/jj4ln680/mobile/b/u/j/honor-7x-bnd-al10-original-imaf6m27ktjbmfvj.jpeg?q=70,"Honor 7X (Red, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.06 cm (5.93 inch) Full HD+ Display,16MP + 2MP | 8MP Front Camera,3340 mAH Battery,Kirin 659 Processor,"14,500"
https://rukminim1.flixcart.com/image/312/312/jlcmavk0/mobile/u/e/g/honor-7x-bnd-al10-original-imaf6m2bvejkzrbe.jpeg?q=70,"Honor 7X (Gold, 64 GB)",4 GB RAM | 64 GB ROM |,15.06 cm (5.93 inch) Display,16MP Rear Camera,3340 mAh Battery,Kirin 659 Processor,"15,500"
https://rukminim1.flixcart.com/image/312/312/jjelq4w0/mobile/4/x/5/samsung-galaxy-j8-sm-j810gzbgins-original-imaf6zg5zkgnwguk.jpeg?q=70,"Samsung Galaxy J8 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,16MP + 5MP | 16MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon SDM450 Processor,"15,499"
https://rukminim1.flixcart.com/image/312/312/ju79hu80/mobile/g/r/f/samsung-galaxy-a20-sm-a205fzrgins-original-imaffdvkgsztjz7f.jpeg?q=70,"Samsung Galaxy A20 (Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7884B Processor,"13,099"
https://rukminim1.flixcart.com/image/312/312/jc0ttow0-1/mobile/n/a/k/samsung-galaxy-j7-nxt-sm-j701fzdyins-original-imaff8yfg2gnrjhy.jpeg?q=70,"Samsung Galaxy J7 Nxt (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos Octa Core 1.6 GHz Processor,"12,000"
https://rukminim1.flixcart.com/image/312/312/j2xlzm80/mobile/x/h/j/vivo-y66-1609-original-imaeu5e8cfqcghsf.jpeg?q=70,"Vivo Y66 (Matte Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3000 mAh Li-Ion Battery,MediaTek MT6750 64-bit Octa Core 1.5GHz Processor,"14,499"
https://rukminim1.flixcart.com/image/312/312/jrgo4280/mobile/m/z/h/mi-a2-a2-original-imafd92uetypzxma.jpeg?q=70,"Xiaomi A2 (Red, 128 GB)",6 GB RAM | 128 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,"10,799"
https://rukminim1.flixcart.com/image/312/312/j5lchow0/mobile/w/j/x/oppo-f3-cph1609-original-imaew8p52husgunv.jpeg?q=70,"OPPO F3 (Rose Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP + 8MP Dual Front Camera,3200 mAh Battery,Mediatek MT6750T Processor,"18,000"
https://rukminim1.flixcart.com/image/312/312/mobile/f/s/k/samsung-galaxy-j7-sm-j700f-original-imae9cdffd5t4yzb.jpeg?q=70,"Samsung Galaxy J7 (Gold, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,"8,999"
https://rukminim1.flixcart.com/image/312/312/jgb5dow0/mobile/x/r/h/vivo-y71-1724-original-imaf48j5gmwpynym.jpeg?q=70,"Vivo Y71 (Matte Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3360 mAh Li-ion Battery,Qualcomm Snapdragon 425 Processor,"12,000"
https://rukminim1.flixcart.com/image/312/312/js98x3k0/mobile/x/n/f/vivo-y83-pro-1726-pd1803f-ex-original-imafdv9pzg6g8kvn.jpeg?q=70,"Vivo Y83 Pro (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,3260 mAh Li-ion Battery,Mediatek Helio P22 Processor,"14,500"
https://rukminim1.flixcart.com/image/312/312/jnm2efk0/mobile/b/w/e/vivo-y81-1803-original-imafa9cgzjubweyg.jpeg?q=70,"Vivo Y81 (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3260 mAh Battery,MT6762 (Helio P22) Processor,"14,990"
https://rukminim1.flixcart.com/image/312/312/j34r6vk0-1/mobile/d/a/3/lenovo-a7700-original-imaeucy86mzdkbsw.jpeg?q=70,"Lenovo A7700 (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2900 mAh Li-Polymer Battery,MediaTek MT6735P 64-bit Processor,"6,999"
https://rukminim1.flixcart.com/image/312/312/jmwch3k0/mobile/x/z/x/lg-q7-q7-original-imaf9zf9r838zaeh.jpeg?q=70,"LG Q7 (Aurora Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13.97 cm (5.5 inch) Full HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"9,540"
https://rukminim1.flixcart.com/image/312/312/jge09e80/mobile/t/a/b/nokia-6-na-original-imaf4nygjkpqa4bd.jpeg?q=70,"Nokia 6.1 (Copper, Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera,3000 mAh Battery,Qualcomm Snapdragon 630 Processor,"13,999"
https://rukminim1.flixcart.com/image/312/312/j9eirgw0/mobile/k/e/e/nokia-5-na-original-imaez7e65jhzwamh.jpeg?q=70,"Nokia 5 (Silver, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 64-bit Processor,"9,999"
https://rukminim1.flixcart.com/image/312/312/j5crukw0/mobile/k/e/v/samsung-j7-pro-sm-j730gzdwins-original-imaew2dwngvhttys.jpeg?q=70,"Samsung Galaxy J7 Pro (Gold, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3600 mAh Battery,Exynos Octa-Core 1.6GHz Processor,"16,900"
https://rukminim1.flixcart.com/image/312/312/jmgmmq80/mobile/w/b/x/samsung-galaxy-j6-plus-sm-j610fzbgins-original-imaf9d4tdgbftkhw.jpeg?q=70,"Samsung Galaxy J6 Plus (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon SD425 Processor,"12,999"
https://rukminim1.flixcart.com/image/312/312/jdkjzww0/mobile/c/h/f/samsung-galaxy-j7-prime-sm-g610fzddins-sm-g610fzdoins-original-imaf2gf2gcbcyykg.jpeg?q=70,"Samsung Galaxy J5 Prime (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2400 mAh Li-Ion Battery,Exynos 7570 Quad Core 1.4GHz Processor,"12,499"
https://rukminim1.flixcart.com/image/312/312/jmgmmq80/mobile/d/f/c/samsung-galaxy-j6-plus-sm-j610fzkgins-original-imaf9d4tdtdgwdgv.jpeg?q=70,"Samsung Galaxy J6 Plus (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon SD425 Processor,"13,999"
https://rukminim1.flixcart.com/image/312/312/j6gs6fk0/mobile/x/b/r/vivo-y69-pd1705-original-imaewx9pg9yukcmf.jpeg?q=70,"Vivo Y69 (Matte Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3000 mAh Battery,Mediatek MT6750 Octa Core 1.5GHz Processor,"13,900"
https://rukminim1.flixcart.com/image/312/312/j6gs6fk0/mobile/z/v/b/vivo-y69-pd1705-original-imaewxd4q8vy87gr.jpeg?q=70,"Vivo Y69 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3000 mAh Battery,Mediatek MT6750 Octa Core 1.5GHz Processor,"13,990"
https://rukminim1.flixcart.com/image/312/312/j3lwh3k0/mobile/w/2/z/motorola-moto-g5-xt1677-original-imaeuhy5fgpa9ej3.jpeg?q=70,"Motorola G5 (Lunar Grey, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2800 mAh Battery,1 Year Manufacturer Warranty,"8,999"
https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/c/h/z/nokia-5-1-5-1-original-imafhx5jhydqznrc.jpeg?q=70,"Nokia 5.1 (Gold, 32 GB)",3 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Display,16MP Rear Camera,2970 mAh Battery,1 Year Manufacturing Warranty for Mobile and 6 Months Battery Warranty,"15,550"
https://rukminim1.flixcart.com/image/312/312/mobile/y/v/a/asus-zenfone-go-2nd-gen-zb452kg-6g074in-original-imaehqgtughpzdrp.jpeg?q=70,"Asus Zenfone Go (Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 200 Processor,"4,449"
